PG3599	Philosophy	split	Essays of Michel de Montaigne — Volume 19	Montaigne, Michel de, 1533-1592; Hazlitt, William Carew, 1834-1913 [Editor]; Cotton, Charles, 1630-1687 [Translator]
PG11945	Philosophy	split	Essays of Schopenhauer	Schopenhauer, Arthur, 1788-1860; Dircks, Sara Hay Goddard, 1865-1942 [Translator]
PG12004	Economics	split	Essays on some unsettled Questions of Political Economy	Mill, John Stuart, 1806-1873
PG12896	Philosophy	split	Essays Æsthetical	Calvert, George Henry, 1803-1889
PG2944	Philosophy	split	Essays — First Series	Emerson, Ralph Waldo, 1803-1882
PG919	Religion	split	Ethics — Part 1	Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]
PG920	Philosophy	split	Ethics — Part 2	Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]
PG948	Philosophy	split	Ethics — Part 3	Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]
PG971	Philosophy	split	Ethics — Part 4	Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]
PG975	Philosophy	split	Ethics — Part 5	Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]
PG1598	Philosophy	split	Euthydemus	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
